timestamp,container,cpu_percent,memory_usage,memory_percent
2026-08-24T14:29:32.313+07:00,postgres,0.02%,137MiB / 7.678GiB,1.74%
2026-08-24T14:29:35.379+07:00,kafka,12.48%,876.2MiB / 7.678GiB,11.14%
2026-08-24T14:29:35.379+07:00,spark,333.30%,5.203GiB / 7.678GiB,67.76%
2026-08-24T14:29:35.379+07:00,postgres,4.01%,141.9MiB / 7.678GiB,1.81%
2026-08-24T14:29:38.638+07:00,kafka,7.93%,876.4MiB / 7.678GiB,11.15%
2026-08-24T14:29:38.638+07:00,spark,315.61%,5.223GiB / 7.678GiB,68.02%
2026-08-24T14:29:38.638+07:00,postgres,2.14%,138.6MiB / 7.678GiB,1.76%
2026-08-24T14:29:41.698+07:00,kafka,13.11%,876.6MiB / 7.678GiB,11.15%
2026-08-24T14:29:41.698+07:00,spark,367.20%,5.224GiB / 7.678GiB,68.04%
2026-08-24T14:29:41.698+07:00,postgres,1.04%,140.6MiB / 7.678GiB,1.79%
2026-08-24T14:29:44.733+07:00,kafka,8.23%,876.9MiB / 7.678GiB,11.15%
2026-08-24T14:29:44.733+07:00,spark,324.62%,5.227GiB / 7.678GiB,68.07%
2026-08-24T14:29:44.733+07:00,postgres,17.60%,137.8MiB / 7.678GiB,1.75%
2026-08-24T14:29:48.055+07:00,kafka,11.56%,877.1MiB / 7.678GiB,11.16%
2026-08-24T14:29:48.055+07:00,spark,364.17%,5.219GiB / 7.678GiB,67.98%
2026-08-24T14:29:48.055+07:00,postgres,2.60%,139.8MiB / 7.678GiB,1.78%
2026-08-24T14:29:51.107+07:00,kafka,8.30%,877.5MiB / 7.678GiB,11.16%
2026-08-24T14:29:51.107+07:00,spark,371.24%,5.222GiB / 7.678GiB,68.01%
2026-08-24T14:29:51.107+07:00,postgres,0.02%,137.6MiB / 7.678GiB,1.75%
2026-08-24T14:29:54.160+07:00,kafka,12.00%,877.5MiB / 7.678GiB,11.16%
2026-08-24T14:29:54.160+07:00,spark,362.73%,5.221GiB / 7.678GiB,68.00%
2026-08-24T14:29:54.160+07:00,postgres,1.17%,141.9MiB / 7.678GiB,1.80%
2026-08-24T14:29:57.428+07:00,kafka,10.32%,877.4MiB / 7.678GiB,11.16%
2026-08-24T14:29:57.428+07:00,spark,379.28%,5.218GiB / 7.678GiB,67.96%
2026-08-24T14:29:57.428+07:00,postgres,0.01%,137.8MiB / 7.678GiB,1.75%
2026-08-24T14:30:00.717+07:00,kafka,11.80%,877.4MiB / 7.678GiB,11.16%
2026-08-24T14:30:00.717+07:00,spark,304.52%,5.216GiB / 7.678GiB,67.93%
2026-08-24T14:30:00.717+07:00,postgres,17.59%,142MiB / 7.678GiB,1.81%
2026-08-24T14:30:03.764+07:00,kafka,7.02%,877.7MiB / 7.678GiB,11.16%
2026-08-24T14:30:03.764+07:00,spark,360.54%,5.217GiB / 7.678GiB,67.95%
2026-08-24T14:30:03.764+07:00,postgres,0.03%,137.8MiB / 7.678GiB,1.75%
2026-08-24T14:30:07.000+07:00,kafka,8.17%,877.9MiB / 7.678GiB,11.17%
2026-08-24T14:30:07.000+07:00,spark,323.24%,5.211GiB / 7.678GiB,67.87%
2026-08-24T14:30:07.000+07:00,postgres,16.32%,137.7MiB / 7.678GiB,1.75%
2026-08-24T14:30:10.350+07:00,kafka,11.24%,878.1MiB / 7.678GiB,11.17%
